sample_id,true_label,closed_pred,open_pred,unknown_flag,raw_score,rank_score,is_rejected
97,0,0,0,0,0.4389954209327698,0.5942801745031507,0
98,0,0,0,0,0.3366641700267792,0.6279689772176442,0
99,0,0,0,0,0.4556087553501129,0.7384876393601552,0
100,3,3,0,0,0.053587332367897,0.5804653417353369,0
101,2,2,0,0,0.4460984468460083,0.2103732428502181,0
102,1,0,0,0,0.0190599039196968,0.9924866698982064,1
103,0,0,0,0,0.5356718897819519,0.3969946679592826,0
104,2,2,0,0,0.4209482371807098,0.5799806107610276,0
105,0,0,0,0,0.4897099733352661,0.6563257392147358,0
106,0,0,0,0,0.4761108458042145,0.7149781871061561,0
107,0,0,0,0,0.5546482801437378,0.6451769268056229,0
108,2,2,0,0,0.4268817901611328,0.2905962190984004,0
109,0,0,0,0,0.3054207265377044,0.0162384876393601,0
110,1,0,0,0,0.3673809766769409,0.8839069316529327,0
111,0,0,0,0,0.4103037416934967,0.9721279689772176,1
112,0,0,0,0,0.4540203511714935,0.6822588463402811,0
113,0,0,0,0,0.3836529552936554,0.8417353368880272,0
114,1,0,0,0,0.403113842010498,0.8463402811439651,0
115,0,0,0,0,0.4360683858394623,0.2452738730004847,0
116,1,0,0,0,0.3687138557434082,0.1393601551139117,0
117,1,0,0,0,0.3252854347229004,0.9890935530780416,1
118,0,0,0,0,0.4135949611663818,0.8334949103247697,0
119,0,0,0,0,0.3525561988353729,0.8880271449345614,0
120,0,0,0,0,0.2976434528827667,0.890208434318953,0
121,0,0,0,0,0.5685400366783142,0.4488608822103732,0
122,3,3,0,0,0.0677080601453781,0.2988366456616578,0
123,0,0,0,0,0.470605731010437,0.2920504120213281,0
124,0,0,0,0,0.4930809140205383,0.4830344158991759,0
125,0,0,0,0,0.4229983985424042,0.2028599127484246,0
126,0,0,0,0,0.5154526829719543,0.3482792050412021,0
127,0,0,0,0,0.416249006986618,0.4144449830344159,0
128,0,0,0,0,0.4565746188163757,0.441832283082889,0
129,3,0,0,0,0.2989017963409424,0.150993698497334,0
130,1,0,0,0,0.2833765745162964,0.6432380029083858,0
131,0,0,0,0,0.602787435054779,0.3538536112457586,0
132,0,0,0,0,0.5496077537536621,0.3519146873485215,0
133,0,0,0,0,0.4156411588191986,0.8065923412506059,0
134,0,0,0,0,0.4486790299415588,0.4192922927775084,0
135,0,0,0,0,0.3043408989906311,0.327435773145904,0
136,0,0,0,0,0.3935020864009857,0.7838099854580708,0
137,0,0,0,0,0.5606996417045593,0.4154144449830344,0
138,1,0,0,0,0.419347882270813,0.9917595734367426,1
139,0,0,0,0,0.4733927547931671,0.7554532234609792,0
140,0,0,0,0,0.383251428604126,0.1774115365971885,0
141,0,0,0,0,0.4475264549255371,0.2857489093553078,0
142,1,0,0,0,0.4006206095218658,0.9459524963645176,0
143,0,0,0,0,0.4973889589309692,0.0492001938923897,0
144,0,0,0,0,0.5151585936546326,0.2905962190984004,0
145,0,0,0,0,0.5342989563941956,0.5627726611730489,0
146,0,0,0,0,0.4557130634784698,0.4396509936984973,0
147,0,0,0,0,0.5471433997154236,0.3434318952981095,0
148,0,0,0,0,0.4736517071723938,0.0220552593310712,0
149,2,2,0,0,0.4119963049888611,0.1381483276781386,0
150,2,2,0,0,0.413394421339035,0.1175472612699951,0
151,0,0,0,0,0.4837568402290344,0.7622394571013088,0
152,0,0,0,0,0.5130513906478882,0.8119243819680078,0
153,0,0,0,0,0.4210257530212402,0.4476490547746001,0
154,0,0,0,0,0.5582099556922913,0.6342704798836646,0
155,3,3,0,0,0.1678148061037063,0.1412990790111488,0
156,0,3,0,0,0.0064049991779029,0.0647115850702859,0
157,1,0,0,0,0.3510843515396118,0.9847309743092584,1
158,1,0,0,0,0.3699252903461456,0.9801260300533204,1
159,0,0,0,0,0.4087324738502502,0.8395540475036355,0
160,0,0,0,0,0.5478848814964294,0.3046534173533688,0
161,0,0,0,0,0.469429075717926,0.0130877363063499,0
162,0,0,0,0,0.4330678880214691,0.7275811924381969,0
163,0,0,0,0,0.5634215474128723,0.3894813378574891,0
164,0,0,0,0,0.4742291271686554,0.6257876878332526,0
165,0,0,0,0,0.4853144288063049,0.6907416383906931,0
166,0,0,0,0,0.4517463147640228,0.7527872031022782,0
167,0,0,0,0,0.556402862071991,0.5329617062530295,0
168,2,2,0,0,0.4139581322669983,0.1677169171110034,0
169,0,0,0,0,0.5126209259033203,0.5618031992244304,0
170,0,0,0,0,0.2882182598114013,0.9701890450799806,1
171,0,0,0,0,0.5076460838317871,0.7624818225884634,0
172,0,0,0,0,0.6009144186973572,0.8730004847309744,0
173,0,0,0,0,0.4274543821811676,0.2418807561803199,0
174,1,0,0,0,0.3560537993907928,0.9752787203102278,1
175,0,0,0,0,0.4733192324638366,0.6412990790111488,0
176,0,0,0,0,0.3997210562229156,0.9200193892389724,0
177,0,0,0,0,0.522697925567627,0.2106156083373727,0
178,0,0,0,0,0.4108354449272156,0.9062045564711584,0
179,0,0,0,0,0.3749429881572723,0.0651963160445952,0
180,0,0,0,0,0.3235889077186584,0.7314590402326708,0
181,2,2,0,0,0.4487371742725372,0.8349491032476976,0
182,0,0,0,0,0.3253190517425537,0.7668444013572467,0
183,0,0,0,0,0.4538256525993347,0.3851187590887057,0
184,0,0,0,0,0.381225973367691,0.6080950072709647,0
185,0,0,0,0,0.4560290873050689,0.1873485215705283,0
186,0,0,0,0,0.6084088683128357,0.868637905962191,0
187,0,0,0,0,0.5550890564918518,0.166020358700921,0
188,0,0,0,0,0.4918537139892578,0.6381483276781387,0
189,0,0,0,0,0.5615331530570984,0.3737275811924382,0
190,0,0,0,0,0.4560961425304413,0.6286960736791081,0
191,0,0,0,0,0.4069098234176636,0.726126999515269,0
192,3,3,0,0,0.0103194639086723,0.790838584585555,0
193,0,0,0,0,0.4733088910579681,0.4609791565681047,0
194,0,0,0,0,0.4959240555763244,0.7632089190499273,0
195,0,0,0,0,0.3960569202899933,0.3608822103732428,0
196,2,2,0,0,0.4105961322784424,0.5768298594280175,0
197,0,0,0,0,0.3871478736400604,0.2850218128938439,0
198,0,0,0,0,0.4400363564491272,0.2467280659234125,0
199,0,3,0,0,0.007186537142843,0.6970431410567135,0
200,0,0,0,0,0.5512258410453796,0.3073194377120698,0
201,0,0,0,0,0.4876604080200195,0.1572952011633543,0
202,0,0,0,0,0.4462348520755768,0.9476490547746,0
203,0,0,0,0,0.4063053131103515,0.3511875908870577,0
204,0,0,0,0,0.511631429195404,0.0736791080950072,0
205,2,2,0,0,0.4143437445163727,0.407174018419777,0
206,0,0,0,0,0.4557962119579315,0.2266117304895782,0
207,0,0,0,0,0.3942466974258423,0.4752787203102278,0
208,0,0,0,0,0.543634831905365,0.4529810954920019,0
209,0,0,0,0,0.4486790299415588,0.4190499272903538,0
210,0,0,0,0,0.4418457448482513,0.956131846825012,1
211,0,0,0,0,0.5508216023445129,0.5761027629665536,0
212,0,0,0,0,0.4373199939727783,0.0164808531265147,0
213,0,0,0,0,0.3827665746212005,0.8633058652447891,0
214,0,0,0,0,0.3902986645698547,0.9108095007270964,0
215,0,0,0,0,0.5554980635643005,0.5033931168201649,0
216,0,0,0,0,0.2900108098983764,0.9258361609306834,0
217,0,0,0,0,0.3936288952827453,0.5848279205041202,0
218,0,0,0,0,0.5552892088890076,0.3182258846340281,0
219,0,0,0,0,0.4529642462730407,0.7709646146388754,0
220,0,0,0,0,0.3989015221595764,0.6560833737275812,0
221,0,0,0,0,0.5149669051170349,0.2464857004362578,0
222,1,0,0,0,0.3819838166236877,0.3245273873000485,0
223,0,0,0,0,0.595299243927002,0.3863305865244789,0
224,0,0,0,0,0.558195173740387,0.362094037809016,0
225,0,0,0,0,0.5556649565696716,0.5528356761997092,0
226,2,2,0,0,0.4512980282306671,0.5976732913233156,0
227,0,0,0,0,0.4719027280807495,0.5244789142026175,0
228,0,0,0,0,0.4132431149482727,0.2098885118759088,0
229,0,0,0,0,0.5624265074729919,0.2985942801745031,0
230,0,0,0,0,0.4464539885520935,0.5043625787687833,0
231,0,0,0,0,0.4419853687286377,0.762724188075618,0
232,0,0,0,0,0.371343582868576,0.7818710615608337,0
233,0,0,0,0,0.4932270646095276,0.9910324769752789,1
234,0,0,0,0,0.3867083787918091,0.9585555016965585,1
235,0,0,0,0,0.5546133518218994,0.6451769268056229,0
236,0,0,0,0,0.4598044455051422,0.8545807077072225,0
237,1,0,0,0,0.3857173323631286,0.214978187106156,0
238,0,0,0,0,0.4375208616256714,0.6621425109064469,0
239,0,0,0,0,0.5460849404335022,0.3480368395540475,0
240,3,3,0,0,0.1338978707790374,0.9951526902569074,1
241,0,0,0,0,0.3963667154312134,0.6580222976248182,0
242,1,0,0,0,0.3476384282112121,0.9859428017450316,1
243,0,0,0,0,0.4766298234462738,0.2275811924381968,0
244,0,0,0,0,0.544816792011261,0.2142510906446922,0
245,0,0,0,0,0.5598918795585632,0.368637905962191,0
246,0,0,0,0,0.4232438504695892,0.5072709646146388,0
247,1,0,0,0,0.0287141054868698,0.9970916141541444,1
248,0,0,0,0,0.5565608143806458,0.5659234125060592,0
249,2,2,0,0,0.4550568759441376,0.7229762481822588,0
250,2,2,0,0,0.4294866323471069,0.2062530295685894,0
251,0,0,0,0,0.325603038072586,0.9207464857004364,0
252,1,3,0,0,0.0276734586805105,0.4115365971885603,0
253,0,0,0,0,0.4384845495223999,0.6042171594764906,0
254,0,0,0,0,0.5514634847640991,0.5700436257876879,0
255,0,0,0,0,0.452890545129776,0.5763451284537082,0
256,0,0,0,0,0.5575050711631775,0.5089675230247213,0
257,3,3,0,0,0.1239607483148574,0.475763451284537,0
258,0,0,0,0,0.4814415574073791,0.0700436257876878,0
259,0,0,0,0,0.4723449647426605,0.7622394571013088,0
260,0,0,0,0,0.3773708045482635,0.0819195346582646,0
261,1,0,0,0,0.3417705595493316,0.98691226369365,1
262,0,0,0,0,0.4052081406116485,0.3107125545322346,0
263,0,0,0,0,0.4132789969444275,0.3153174987881725,0
264,0,0,0,0,0.4988467693328857,0.0579253514299563,0
265,0,0,0,0,0.314900666475296,0.5443528841492972,0
266,3,3,0,0,0.0716744884848594,0.349006301502666,0
267,1,0,0,0,0.1722426861524582,0.6662627241880756,0
268,3,0,0,0,0.3558174073696136,0.0176926805622879,0
269,0,0,0,0,0.3600367307662964,0.709161415414445,0
270,2,2,0,0,0.4234295189380646,0.5428986912263694,0
271,0,0,0,0,0.4636625945568084,0.7375181774115366,0
272,3,3,0,0,0.0124108335003256,0.133301017935046,0
273,0,0,0,0,0.5541006326675415,0.4474066892874455,0
274,0,0,0,0,0.420306921005249,0.8943286476005817,0
275,2,2,0,0,0.421453595161438,0.1129423170140572,0
276,3,0,0,0,0.3867318630218506,0.1582646631119728,0
277,0,0,0,0,0.4503286480903625,0.9648570043625788,1
278,0,0,0,0,0.4027363657951355,0.9648570043625788,1
279,3,0,0,0,0.3669696450233459,0.9471643238002908,0
280,1,0,0,0,0.3303797245025635,0.9893359185651964,1
281,0,0,0,0,0.5079692602157593,0.2127968977217644,0
282,0,0,0,0,0.3862417638301849,0.3097430925836161,0
283,0,0,0,0,0.5650084614753723,0.2416383906931652,0
284,0,0,0,0,0.3711739182472229,0.8441589917595734,0
285,2,2,0,0,0.4190719127655029,0.5521085797382452,0
286,0,0,0,0,0.5345547795295715,0.7496364517692681,0
287,0,0,0,0,0.378680408000946,0.8184682501211827,0
288,1,0,0,0,0.3749206662178039,0.4018419777023752,0
289,0,0,0,0,0.4087324738502502,0.8395540475036355,0
290,0,0,0,0,0.5199012160301208,0.6158507028599127,0
291,0,0,0,0,0.5241808295249939,0.8095007270964615,0
292,0,0,0,0,0.451960802078247,0.8330101793504605,0
293,0,0,0,0,0.5167008638381958,0.7952011633543383,0
294,0,0,0,0,0.4632198214530945,0.1168201648085312,0
295,2,2,0,0,0.4505196511745453,0.9840038778477944,1
296,0,0,0,0,0.492853432893753,0.5964614638875424,0
297,0,0,0,0,0.6099241375923157,0.8301017935046049,0
298,0,0,0,0,0.4297243952751159,0.0664081434803684,0
299,0,0,0,0,0.4541482329368591,0.1156083373727581,0
300,0,0,0,0,0.3971787691116333,0.56858943286476,0
301,0,0,0,0,0.5535805225372314,0.4624333494910325,0
302,0,0,0,0,0.443198025226593,0.7852641783809986,0
303,0,0,0,0,0.4607097804546356,0.1989820649539505,0
304,0,0,0,0,0.4018095731735229,0.4246243334949103,0
305,0,0,0,0,0.5507387518882751,0.6257876878332526,0
306,0,0,0,0,0.4069098234176636,0.7258846340281144,0
307,2,2,0,0,0.4191800951957702,0.409112942317014,0
308,3,3,0,0,0.0098189637064933,0.9798836645661658,1
309,3,3,0,0,0.0328580439090728,0.3776054289869122,0
310,0,0,0,0,0.4472710192203522,0.7474551623848764,0
311,2,2,0,0,0.4335440397262573,0.7610276296655356,0
312,0,0,0,0,0.4354617595672607,0.0419292292777508,0
313,0,0,0,0,0.4978163540363312,0.0542898691226369,0
314,2,2,0,0,0.4041832089424133,0.1347552108579738,0
315,1,0,0,0,0.3881554305553436,0.98691226369365,1
316,1,0,0,0,0.4681129455566406,0.1938923897237033,0
317,0,0,0,0,0.5527026057243347,0.5571982549684925,0
318,3,3,0,0,0.3309592008590698,0.7198254968492487,0
319,3,3,0,0,0.2108563780784607,0.8880271449345614,0
320,0,0,0,0,0.4089067578315735,0.8119243819680078,0
321,3,3,0,0,0.0067243198864161,0.4374697043141056,0
322,0,0,0,0,0.4668314158916473,0.3710615608337372,0
323,0,0,0,0,0.4099770784378052,0.1177896267571497,0
324,2,2,0,0,0.4049053788185119,0.3737275811924382,0
325,0,0,0,0,0.315998762845993,0.3177411536597188,0
326,0,0,0,0,0.4421058297157287,0.454920019389239,0
327,1,0,0,0,0.3074357807636261,0.9963645176926804,1
328,0,0,0,0,0.4476563930511474,0.6330586524478914,0
329,0,0,0,0,0.4623112380504608,0.2724188075618032,0
330,0,0,0,0,0.3803961277008056,0.8412506059137179,0
331,0,0,0,0,0.4594601094722748,0.8342220067862336,0
332,0,0,0,0,0.4895398616790771,0.1168201648085312,0
333,0,0,0,0,0.4077628552913666,0.4444983034415899,0
334,0,0,0,0,0.4799991548061371,0.9592825981580224,1
335,0,0,0,0,0.2522376179695129,0.9810954920019388,1
336,0,0,0,0,0.446544200181961,0.2103732428502181,0
337,2,2,0,0,0.4313330352306366,0.3087736306349976,0
338,3,3,0,0,0.1359041482210159,0.8446437227338827,0
339,0,0,0,0,0.5235284566879272,0.2285506543868153,0
340,0,0,0,0,0.5682095885276794,0.3085312651478429,0
341,0,0,0,0,0.4379332363605499,0.79738245273873,0
342,0,0,0,0,0.6109442710876465,0.8458555501696559,0
343,0,0,0,0,0.5640190243721008,0.4219583131362094,0
344,0,0,0,0,0.4997061491012573,0.6999515269025691,0
345,2,2,0,0,0.4520203471183777,0.9793989335918564,1
346,0,0,0,0,0.4959280788898468,0.0390208434318953,0
347,0,0,0,0,0.4507749676704407,0.5033931168201649,0
348,0,0,0,0,0.4496708214282989,0.5,0
349,2,2,0,0,0.4179912805557251,0.4614638875424139,0
350,0,0,0,0,0.5240954160690308,0.6337857489093554,0
351,0,0,0,0,0.4192115664482116,0.9941832283082888,1
352,0,0,0,0,0.4585917890071869,0.5484730974309259,0
353,0,0,0,0,0.5565863251686096,0.4360155113911779,0
354,0,0,0,0,0.419142484664917,0.2632089190499272,0
355,0,0,0,0,0.4071748256683349,0.2464857004362578,0
356,1,0,0,0,0.3739253282546997,0.7961706253029569,0
357,1,0,0,0,0.1962354928255081,0.974551623848764,1
358,0,0,0,0,0.5605339407920837,0.48691226369365,0
359,0,0,0,0,0.5513128638267517,0.7930198739699467,0
360,1,0,0,0,0.3733555376529693,0.9866698982064954,1
361,0,0,0,0,0.5966464281082153,0.654871546291808,0
362,0,0,0,0,0.5026606917381287,0.898691226369365,0
363,0,0,0,0,0.5069564580917358,0.7244304411051866,0
364,0,0,0,0,0.4504001140594482,0.5033931168201649,0
365,0,0,0,0,0.5222891569137573,0.5722249151720795,0
366,3,0,0,0,0.3714164793491363,0.8645176926805623,0
367,0,0,0,0,0.5504497289657593,0.4752787203102278,0
368,0,0,0,0,0.4119103550910949,0.9990305380513816,1
369,0,0,0,0,0.4814906418323517,0.7573921473582161,0
370,2,2,0,0,0.437109112739563,0.7942317014057199,0
371,2,2,0,0,0.4192268252372741,0.193407658749394,0
372,0,0,0,0,0.5402500629425049,0.2174018419777023,0
373,3,0,0,0,0.2337850779294967,0.9888511875908872,1
374,2,2,0,0,0.4559657573699951,0.7401841977702375,0
375,0,0,0,0,0.4870051145553589,0.353611245758604,0
376,0,0,0,0,0.4481564164161682,0.3477944740668929,0
377,0,0,0,0,0.5707520246505737,0.635239941832283,0
378,1,0,0,0,0.4225910305976867,0.8734852157052836,0
379,0,0,0,0,0.4572157859802246,0.3746970431410567,0
380,0,0,0,0,0.5556066036224365,0.5557440620455647,0
381,0,0,0,0,0.4980423748493194,0.7438196800775569,0
382,0,0,0,0,0.5120654106140137,0.0661657779932137,0
383,0,0,0,0,0.315998762845993,0.3177411536597188,0
384,0,0,0,0,0.4851222932338714,0.6396025206010664,0
385,0,0,0,0,0.5700473189353943,0.3138633058652448,0
386,0,0,0,0,0.4652712047100067,0.7838099854580708,0
387,0,0,0,0,0.5744247436523438,0.6761997091614154,0
388,0,0,0,0,0.4893645048141479,0.2275811924381968,0
389,2,2,0,0,0.415344089269638,0.3797867183713039,0
390,0,0,0,0,0.5550761222839355,0.5916141541444498,0
391,2,2,0,0,0.4279951751232147,0.0295685894328647,0
392,0,0,0,0,0.4951209425926208,0.1422685409597673,0
393,2,2,0,0,0.422130674123764,0.7207949587978671,0
394,0,0,0,0,0.513680100440979,0.4932137663596704,0
395,0,0,0,0,0.3269376158714294,0.7988366456616578,0
396,0,0,0,0,0.501632034778595,0.0332040717401842,0
397,0,0,0,0,0.3323771953582763,0.8831798351914687,0
398,0,0,0,0,0.5068393349647522,0.0351429956374212,0
399,3,0,0,0,0.3524761497974396,0.8870576829859428,0
400,0,0,0,0,0.4080635011196136,0.6771691711100339,0
401,2,2,0,0,0.4293124377727508,0.3441589917595734,0
402,1,0,0,0,0.0221208482980728,0.9990305380513816,1
403,0,0,0,0,0.5541133284568787,0.7149781871061561,0
404,0,0,0,0,0.5178892612457275,0.7045564711585071,0
405,0,0,0,0,0.299027532339096,0.1803199224430441,0
406,0,0,0,0,0.4676799774169922,0.6563257392147358,0
407,0,0,0,0,0.6131834983825684,0.8795443528841493,0
408,0,0,0,0,0.5498011112213135,0.4069316529326224,0
409,0,0,0,0,0.489276260137558,0.1349975763451284,0
410,0,0,0,0,0.5359162092208862,0.4408628211342705,0
411,0,0,0,0,0.4018215239048004,0.0278720310227823,0
412,0,0,0,0,0.3199116885662079,0.0756180319922443,0
413,1,0,0,0,0.3991986513137817,0.9941832283082888,1
414,0,0,0,0,0.4122445583343506,0.0026660203587009,0
415,0,0,0,0,0.563100278377533,0.332040717401842,0
416,0,0,0,0,0.5637513399124146,0.5792535142995637,0
417,3,0,0,0,0.3076069056987762,0.0656810470189045,0
418,3,0,0,0,0.1751561611890792,0.862094037809016,0
419,0,0,0,0,0.5594068765640259,0.5807077072224915,0
420,0,0,0,0,0.565324604511261,0.2998061076102763,0
421,0,0,0,0,0.5449431538581848,0.5809500727096462,0
422,0,0,0,0,0.375244528055191,0.6180319922443044,0
423,0,0,0,0,0.4610991477966308,0.7651478429471643,0
424,0,0,0,0,0.371343582868576,0.7818710615608337,0
425,0,0,0,0,0.6041773557662964,0.5722249151720795,0
426,0,0,0,0,0.5013032555580139,0.2060106640814348,0
427,0,0,0,0,0.4460357129573822,0.2246728065923412,0
428,3,3,0,0,0.0379975065588951,0.4949103247697528,0
429,2,2,0,0,0.4109146893024444,0.6480853126514784,0
430,0,0,0,0,0.5537108778953552,0.6214251090644692,0
431,0,0,0,0,0.5588999390602112,0.6223945710130877,0
432,0,0,0,0,0.4727210998535156,0.4103247697527872,0
433,0,0,0,0,0.3690738677978515,0.3972370334464372,0
434,0,0,0,0,0.4152236878871918,0.7132816286960737,0
435,0,0,0,0,0.4984096586704254,0.6478429471643238,0
436,3,0,0,0,0.3777064681053161,0.965341735336888,1
437,0,0,0,0,0.4959281384944916,0.0414444983034415,0
438,0,0,0,0,0.3898484706878662,0.2772661173048958,0
439,0,0,0,0,0.2962801158428192,0.8111972855065439,0
440,0,0,0,0,0.4099770486354828,0.1177896267571497,0
441,0,0,0,0,0.554909884929657,0.6061560833737276,0
442,0,0,0,0,0.4808984100818634,0.1206980126030053,0
443,0,0,0,0,0.4594244062900543,0.5777993213766359,0
444,3,3,0,0,0.1031051576137542,0.94449830344159,0
445,3,0,0,0,0.1751561611890792,0.862094037809016,0
446,0,0,0,0,0.5232102870941162,0.1294231701405719,0
447,0,0,0,0,0.5164179801940918,0.4076587493940863,0
448,0,0,0,0,0.4214565753936767,0.8400387784779447,0
449,0,0,0,0,0.4959281384944916,0.0414444983034415,0
450,1,0,0,0,0.4208588600158691,0.9321376635967038,0
451,0,0,0,0,0.3850108981132507,0.8650024236548716,0
452,3,3,0,0,0.0260596834123134,0.478429471643238,0
453,0,0,0,0,0.4708219468593597,0.3708191953465826,0
454,0,0,0,0,0.4973889589309692,0.0465341735336888,0
455,0,0,0,0,0.457462877035141,0.6408143480368396,0
456,0,0,0,0,0.4007352888584137,0.7561803199224431,0
457,0,0,0,0,0.4525248110294342,0.2360639844886088,0
458,0,0,0,0,0.6076418161392212,0.224188075618032,0
459,0,0,0,0,0.509661853313446,0.7910809500727096,0
460,3,0,0,0,0.3653659522533417,0.898691226369365,0
461,0,0,0,0,0.4974352419376373,0.6846825012118274,0
462,0,0,0,0,0.3820120096206665,0.6970431410567135,0
463,1,0,0,0,0.2134508341550827,0.9747939893359184,1
464,0,0,0,0,0.4627939760684967,0.5220552593310712,0
465,1,0,0,0,0.1722426861524582,0.6662627241880756,0
466,0,0,0,0,0.4639451801776886,0.7014057198254968,0
